species	Lon	Lat
Fulanus_beltranus	25.03723396	9.978655977
Fulanus_beltranus	25.03732499	9.978353977
Fulanus_beltranus	25.03732499	9.978353977
Fulanus_beltranus	25.03732499	9.978353977
Fulanus_beltranus	25.03732499	9.978353977
Fulanus_beltranus	25.03732499	9.978353977
Fulanus_beltranus	25.03732499	9.978353977
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03561701	9.977594996
Fulanus_beltranus	25.03720898	9.978091959
Fulanus_beltranus	25.03720898	9.978091959
Fulanus_beltranus	25.03520898	9.977422999
Fulanus_beltranus	25.03366997	9.977305988
Fulanus_beltranus	25.03366997	9.977305988
Fulanus_beltranus	25.03366997	9.977305988
Fulanus_beltranus	25.03366997	9.977305988
Fulanus_beltranus	25.03366997	9.977305988
Fulanus_beltranus	25.034436	9.977427023
Fulanus_beltranus	25.034436	9.977427023
Fulanus_beltranus	25.03499599	9.977340018
Fulanus_beltranus	25.03499599	9.977340018
Fulanus_beltranus	25.03499599	9.977340018
Fulanus_beltranus	25.03499599	9.977340018
Fulanus_beltranus	25.03499599	9.977340018
Fulanus_beltranus	25.03499599	9.977340018
Fulanus_beltranus	25.03714704	9.979189988
Fulanus_beltranus	25.03714704	9.979189988
Fulanus_beltranus	25.03714704	9.979189988
Fulanus_beltranus	25.03714704	9.979189988
Fulanus_beltranus	25.03714704	9.979189988
Fulanus_beltranus	25.03714704	9.979189988
Fulanus_beltranus	25.03592102	9.977333983
Fulanus_beltranus	25.03592102	9.977333983
Fulanus_beltranus	25.03710597	9.978191033
Fulanus_beltranus	25.03710597	9.978191033
Fulanus_beltranus	25.03710597	9.978191033
Fulanus_beltranus	25.03652804	9.977711001
Fulanus_beltranus	25.03652804	9.977711001
Fulanus_beltranus	25.03652804	9.977711001
Fulanus_beltranus	25.03652804	9.977711001
Fulanus_beltranus	25.03652804	9.977711001
Fulanus_beltranus	25.03652804	9.977711001
Fulanus_beltranus	25.03673004	9.977938989
Fulanus_beltranus	25.03673004	9.977938989
Fulanus_beltranus	25.03531601	9.97734597
Fulanus_beltranus	25.03531601	9.97734597
Fulanus_beltranus	25.03531601	9.97734597
Fulanus_beltranus	25.03531601	9.97734597
Fulanus_beltranus	25.03531601	9.97734597
Fulanus_beltranus	25.03622101	9.977569012
Fulanus_beltranus	25.03622101	9.977569012
Fulanus_beltranus	25.03622101	9.977569012
Fulanus_beltranus	25.03622101	9.977569012
Fulanus_beltranus	25.03603099	9.977629026
Fulanus_beltranus	25.03626904	9.977738997
Fulanus_beltranus	25.03626904	9.977738997
Fulanus_beltranus	25.03419904	9.977543028
Fulanus_beltranus	25.03419904	9.977543028
Fulanus_beltranus	25.03456399	9.977393998
Fulanus_beltranus	25.03456399	9.977393998
Fulanus_beltranus	25.03707303	9.978003027
Fulanus_beltranus	25.03478301	9.977240022
Fulanus_beltranus	25.03553897	9.977358039
Fulanus_beltranus	23.2455	1.256
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	23.2455	1.256
Fulanus_beltranus	23.18456	1.11298
Fulanus_beltranus	23.18456	1.11298
Fulanus_beltranus	22.5558	1.1746
Fulanus_beltranus	23.3016	1.2721
Fulanus_beltranus	23.3016	1.2721
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.1557	1.17544
Fulanus_beltranus	23.1557	1.17544
Fulanus_beltranus	23.1557	1.17544
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.2319	1.525
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.292249	1.45389
Fulanus_beltranus	23.305431	1.455344
Fulanus_beltranus	23.305431	1.455344
Fulanus_beltranus	23.305431	1.455344
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	23.21971	1.91253
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	25.16315	0.55596
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	23.2657	1.2698
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	25.56275	1.415545
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	23.173966	1.124939
Fulanus_beltranus	23.173966	1.124939
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	21.32501	1.22303
Fulanus_beltranus	23.3016	1.2721
Fulanus_beltranus	21.2641	1.47566
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	22.18519	1.12175
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	22.18519	1.12175
Fulanus_beltranus	22.18519	1.12175
Fulanus_beltranus	21.2641	1.47566
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.819	1.128
Fulanus_beltranus	22.18519	1.12175
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	22.2401	0.55462
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	23.123566	4.412447
Fulanus_beltranus	22.5056	0.46492
Fulanus_beltranus	22.5056	0.46492
Fulanus_beltranus	21.305687	2.391977
Fulanus_beltranus	21.29	2.34
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.41229	1.4713
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	23.1636	1.12473
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	22.505603	0.46492
Fulanus_beltranus	22.505603	0.46492
Fulanus_beltranus	21.3647	1.43189
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.16	1.18
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	22.5931	1.2322
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	22.59114	1.22441
Fulanus_beltranus	23.333256	5.212
Fulanus_beltranus	23.333256	5.212
Fulanus_beltranus	23.333256	5.212
Fulanus_beltranus	22.1283	1.44493
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.2141	1.47566
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.2641	1.47566
Fulanus_beltranus	21.2641	1.47566
Fulanus_beltranus	21.2641	1.47566
Fulanus_beltranus	21.41229	1.4713
Fulanus_beltranus	21.41229	1.4713
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	22.5931	1.2322
Fulanus_beltranus	23.852	0.5776
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	21.191043	1.184007
Fulanus_beltranus	24.42723	4.164619
Fulanus_beltranus	22.46512	2.148
Fulanus_beltranus	24.42723	4.164619
Fulanus_beltranus	24.42723	4.164619
Fulanus_beltranus	22.1344	1.44534
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	22.492388	4.295479
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	23.1747	2.49126
Fulanus_beltranus	22.322084	4.261653
Fulanus_beltranus	22.322084	4.261653
Fulanus_beltranus	22.322084	4.261653
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.57	1.46303
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	23.1747	2.49126
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	21.32501	1.223
Fulanus_beltranus	20.44482	2.35336
Fulanus_beltranus	20.44482	2.35336
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	21.62657	1.485007
Fulanus_beltranus	23.212	1.5807
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	21.6426	1.14175
Fulanus_beltranus	20.444828	2.35336
Fulanus_beltranus	20.444828	2.35336
Fulanus_beltranus	20.444828	2.35336
